합체,형태소,품사,분류,카운트,절대빈도,
加大_v,加大,v,BILIBILI2,1,6.66756E-06,加大 
加大力度_ns,加大力度,ns,BILIBILI2,10,6.66756E-05,加大力度 加大力度 加大力度 加大力度 加大力度 加大力度 加大力度 加大力度 加大力度 加大力度 
加害者_n,加害者,n,BILIBILI2,1,6.66756E-06,加害者 
加强_v,加强,v,BILIBILI2,5,3.33378E-05,加强 加强 加强 加强 加强 
加拉_nrt,加拉,nrt,BILIBILI2,1,6.66756E-06,加拉 
加油_v,加油,v,BILIBILI2,5,3.33378E-05,加油 加油 加油 加油 加油 
加特林_nr,加特林,nr,BILIBILI2,3,2.00027E-05,加特林 加特林 加特林 
加班加点_n,加班加点,n,BILIBILI2,1,6.66756E-06,加班加点 
加盟_ns,加盟,ns,BILIBILI2,1,6.66756E-06,加盟 
加重_v,加重,v,BILIBILI2,1,6.66756E-06,加重 
务工_v,务工,v,BILIBILI2,1,6.66756E-06,务工 
务必_d,务必,d,BILIBILI2,4,2.66702E-05,务必 务必 务必 务必 
劣势_n,劣势,n,BILIBILI2,2,1.33351E-05,劣势 劣势 
动_v,动,v,BILIBILI2,1,6.66756E-06,动 
动作_n,动作,n,BILIBILI2,3,2.00027E-05,动作 动作 动作 
动力_n,动力,n,BILIBILI2,4,2.66702E-05,动力 动力 动力 动力 
动动手_n,动动手,n,BILIBILI2,1,6.66756E-06,动动手 
动弹_n,动弹,n,BILIBILI2,1,6.66756E-06,动弹 
动态_n,动态,n,BILIBILI2,13,8.66782E-05,动态 动态 动态 动态 动态 动态 动态 动态 动态 动态 动态 动态 动态 
动手_n,动手,n,BILIBILI2,10,6.66756E-05,动手 动手 动手 动手 动手 动手 动手 动手 动手 动手 
动摇_v,动摇,v,BILIBILI2,4,2.66702E-05,动摇 动摇 动摇 动摇 
动漫_n,动漫,n,BILIBILI2,3,2.00027E-05,动漫 动漫 动漫 
动物_n,动物,n,BILIBILI2,3,2.00027E-05,动物 动物 动物 
动画_n,动画,n,BILIBILI2,1,6.66756E-06,动画 
动者_n,动者,n,BILIBILI2,1,6.66756E-06,动者 
动脑子_n,动脑子,n,BILIBILI2,1,6.66756E-06,动脑子 
助纣为虐_i,助纣为虐,i,BILIBILI2,1,6.66756E-06,助纣为虐 
努力_ad,努力,ad,BILIBILI2,26,0.000173356,努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 努力 
励志_n,励志,n,BILIBILI2,4,2.66702E-05,励志 励志 励志 励志 
劳动_vn,劳动,vn,BILIBILI2,1,6.66756E-06,劳动 
劳教_nz,劳教,nz,BILIBILI2,1,6.66756E-06,劳教 
劳资_vn,劳资,vn,BILIBILI2,4,2.66702E-05,劳资 劳资 劳资 劳资 
势力_n,势力,n,BILIBILI2,1,6.66756E-06,势力 
势必会_n,势必会,n,BILIBILI2,1,6.66756E-06,势必会 
勇_n,勇,n,BILIBILI2,2,1.33351E-05,勇 勇 
勇士_n,勇士,n,BILIBILI2,1,6.66756E-06,勇士 
勇敢_a,勇敢,a,BILIBILI2,1,6.66756E-06,勇敢 
勇气_n,勇气,n,BILIBILI2,3,2.00027E-05,勇气 勇气 勇气 
勋章_n,勋章,n,BILIBILI2,1,6.66756E-06,勋章 
勒死_v,勒死,v,BILIBILI2,1,6.66756E-06,勒死 
勤快_a,勤快,a,BILIBILI2,1,6.66756E-06,勤快 
勺儿_n,勺儿,n,BILIBILI2,2,1.33351E-05,勺儿 勺儿 
勿忘_l,勿忘,l,BILIBILI2,5,3.33378E-05,勿忘 勿忘 勿忘 勿忘 勿忘 
包_v,包,v,BILIBILI2,3,2.00027E-05,包 包 包 
包团_n,包团,n,BILIBILI2,1,6.66756E-06,包团 
包围_v,包围,v,BILIBILI2,1,6.66756E-06,包围 
包头市_ns,包头市,ns,BILIBILI2,1,6.66756E-06,包头市 
包容_v,包容,v,BILIBILI2,2,1.33351E-05,包容 包容 
包容性_n,包容性,n,BILIBILI2,2,1.33351E-05,包容性 包容性 
包括_v,包括,v,BILIBILI2,17,0.000113348,包括 包括 包括 包括 包括 包括 包括 包括 包括 包括 包括 包括 包括 包括 包括 包括 包括 
包机_n,包机,n,BILIBILI2,1,6.66756E-06,包机 
包装_v,包装,v,BILIBILI2,4,2.66702E-05,包装 包装 包装 包装 
包问_v,包问,v,BILIBILI2,1,6.66756E-06,包问 
匍匐_v,匍匐,v,BILIBILI2,1,6.66756E-06,匍匐 
化_n,化,n,BILIBILI2,4,2.66702E-05,化 化 化 化 
化不美_l,化不美,l,BILIBILI2,1,6.66756E-06,化不美 
化作_n,化作,n,BILIBILI2,1,6.66756E-06,化作 
化妆_n,化妆,n,BILIBILI2,5,3.33378E-05,化妆 化妆 化妆 化妆 化妆 
北_ns,北,ns,BILIBILI2,1,6.66756E-06,北 
北京_ns,北京,ns,BILIBILI2,2,1.33351E-05,北京 北京 
北京青年报_nt,北京青年报,nt,BILIBILI2,1,6.66756E-06,北京青年报 
北山_ns,北山,ns,BILIBILI2,1,6.66756E-06,北山 
北朝_t,北朝,t,BILIBILI2,1,6.66756E-06,北朝 
北朝南_ns,北朝南,ns,BILIBILI2,1,6.66756E-06,北朝南 
北朝鲜_ns,北朝鲜,ns,BILIBILI2,3,2.00027E-05,北朝鲜 北朝鲜 北朝鲜 
北极熊_n,北极熊,n,BILIBILI2,1,6.66756E-06,北极熊 
北纬_b,北纬,b,BILIBILI2,5,3.33378E-05,北纬 北纬 北纬 北纬 北纬 
北美_ns,北美,ns,BILIBILI2,3,2.00027E-05,北美 北美 北美 
北边_f,北边,f,BILIBILI2,2,1.33351E-05,北边 北边 
北部_f,北部,f,BILIBILI2,7,4.66729E-05,北部 北部 北部 北部 北部 北部 北部 
匪_ng,匪,ng,BILIBILI2,1,6.66756E-06,匪 
匮乏_v,匮乏,v,BILIBILI2,1,6.66756E-06,匮乏 
区_n,区,n,BILIBILI2,28,0.000186692,区 区 区 区 区 区 区 区 区 区 区 区 区 区 区 区 区 区 区 区 区 区 区 区 区 区 区 区 
区别_n,区别,n,BILIBILI2,26,0.000173356,区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 区别 
区区_n,区区,n,BILIBILI2,6,4.00053E-05,区区 区区 区区 区区 区区 区区 
区能_n,区能,n,BILIBILI2,1,6.66756E-06,区能 
区里_s,区里,s,BILIBILI2,1,6.66756E-06,区里 
十_m,十,m,BILIBILI2,1,6.66756E-06,十 
十个_m,十个,m,BILIBILI2,3,2.00027E-05,十个 十个 十个 
十九号_m,十九号,m,BILIBILI2,1,6.66756E-06,十九号 
十五年_m,十五年,m,BILIBILI2,1,6.66756E-06,十五年 
十八代_m,十八代,m,BILIBILI2,1,6.66756E-06,十八代 
十几亿_m,十几亿,m,BILIBILI2,2,1.33351E-05,十几亿 十几亿 
十几岁_m,十几岁,m,BILIBILI2,3,2.00027E-05,十几岁 十几岁 十几岁 
十几年_m,十几年,m,BILIBILI2,1,6.66756E-06,十几年 
十分_m,十分,m,BILIBILI2,2,1.33351E-05,十分 十分 
十四_m,十四,m,BILIBILI2,4,2.66702E-05,十四 十四 十四 十四 
十回_m,十回,m,BILIBILI2,1,6.66756E-06,十回 
十多年_m,十多年,m,BILIBILI2,1,6.66756E-06,十多年 
十年_m,十年,m,BILIBILI2,2,1.33351E-05,十年 十年 
十月_t,十月,t,BILIBILI2,2,1.33351E-05,十月 十月 
十月份_mq,十月份,mq,BILIBILI2,1,6.66756E-06,十月份 
十期_t,十期,t,BILIBILI2,1,6.66756E-06,十期 
十足_d,十足,d,BILIBILI2,1,6.66756E-06,十足 
千万别_i,千万别,i,BILIBILI2,1,6.66756E-06,千万别 
千人_i,千人,i,BILIBILI2,2,1.33351E-05,千人 千人 
千千万_m,千千万,m,BILIBILI2,5,3.33378E-05,千千万 千千万 千千万 千千万 千千万 
千千万万_m,千千万万,m,BILIBILI2,1,6.66756E-06,千千万万 
千千万万个_m,千千万万个,m,BILIBILI2,1,6.66756E-06,千千万万个 
千疮百孔_i,千疮百孔,i,BILIBILI2,1,6.66756E-06,千疮百孔 
千篇一律_l,千篇一律,l,BILIBILI2,1,6.66756E-06,千篇一律 
升入_v,升入,v,BILIBILI2,1,6.66756E-06,升入 
半_m,半,m,BILIBILI2,7,4.66729E-05,半 半 半 半 半 半 半 
半个_m,半个,m,BILIBILI2,5,3.33378E-05,半个 半个 半个 半个 半个 
半个世纪_t,半个世纪,t,BILIBILI2,1,6.66756E-06,半个世纪 
半夜三更_t,半夜三更,t,BILIBILI2,1,6.66756E-06,半夜三更 
半天_m,半天,m,BILIBILI2,17,0.000113348,半天 半天 半天 半天 半天 半天 半天 半天 半天 半天 半天 半天 半天 半天 半天 半天 半天 
半岛_n,半岛,n,BILIBILI2,1,6.66756E-06,半岛 
半死_n,半死,n,BILIBILI2,2,1.33351E-05,半死 半死 
半殖民地_n,半殖民地,n,BILIBILI2,3,2.00027E-05,半殖民地 半殖民地 半殖民地 
半点_m,半点,m,BILIBILI2,1,6.66756E-06,半点 
半真半假_i,半真半假,i,BILIBILI2,1,6.66756E-06,半真半假 
半神_n,半神,n,BILIBILI2,1,6.66756E-06,半神 
半辈子_m,半辈子,m,BILIBILI2,1,6.66756E-06,半辈子 
半边_s,半边,s,BILIBILI2,4,2.66702E-05,半边 半边 半边 半边 
华_j,华,j,BILIBILI2,51,0.000340045,华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 华 
华_n,华,n,BILIBILI2,1,6.66756E-06,华 
华_ns,华,ns,BILIBILI2,8,5.33404E-05,华 华 华 华 华 华 华 华 
华丽_nr,华丽,nr,BILIBILI2,1,6.66756E-06,华丽 
华人_n,华人,n,BILIBILI2,1,6.66756E-06,华人 
华侨_n,华侨,n,BILIBILI2,1,6.66756E-06,华侨 
华团_n,华团,n,BILIBILI2,2,1.33351E-05,华团 华团 
华夏_ns,华夏,ns,BILIBILI2,3,2.00027E-05,华夏 华夏 华夏 
华山派_nr,华山派,nr,BILIBILI2,1,6.66756E-06,华山派 
华川_ns,华川,ns,BILIBILI2,1,6.66756E-06,华川 
华流_n,华流,n,BILIBILI2,1,6.66756E-06,华流 
华裔_nr,华裔,nr,BILIBILI2,1,6.66756E-06,华裔 
协会_n,协会,n,BILIBILI2,4,2.66702E-05,协会 协会 协会 协会 
协助_v,协助,v,BILIBILI2,2,1.33351E-05,协助 协助 
协议_n,协议,n,BILIBILI2,1,6.66756E-06,协议 
卑微_a,卑微,a,BILIBILI2,9,6.0008E-05,卑微 卑微 卑微 卑微 卑微 卑微 卑微 卑微 卑微 
卑躬屈膝_i,卑躬屈膝,i,BILIBILI2,1,6.66756E-06,卑躬屈膝 
卑鄙_a,卑鄙,a,BILIBILI2,1,6.66756E-06,卑鄙 
卑鄙无耻_i,卑鄙无耻,i,BILIBILI2,1,6.66756E-06,卑鄙无耻 
单位_n,单位,n,BILIBILI2,1,6.66756E-06,单位 
单单_a,单单,a,BILIBILI2,1,6.66756E-06,单单 
单方面_n,单方面,n,BILIBILI2,3,2.00027E-05,单方面 单方面 单方面 
单曲_n,单曲,n,BILIBILI2,4,2.66702E-05,单曲 单曲 单曲 单曲 
单独_d,单独,d,BILIBILI2,3,2.00027E-05,单独 单独 单独 
单眼皮_n,单眼皮,n,BILIBILI2,1,6.66756E-06,单眼皮 
单纯_a,单纯,a,BILIBILI2,5,3.33378E-05,单纯 单纯 单纯 单纯 单纯 
单薄_a,单薄,a,BILIBILI2,1,6.66756E-06,单薄 
单蠢_a,单蠢,a,BILIBILI2,1,6.66756E-06,单蠢 
单衣_n,单衣,n,BILIBILI2,30,0.000200027,单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 单衣 
卖_v,卖,v,BILIBILI2,8,5.33404E-05,卖 卖 卖 卖 卖 卖 卖 卖 
卖国_n,卖国,n,BILIBILI2,3,2.00027E-05,卖国 卖国 卖国 
卖国贼_n,卖国贼,n,BILIBILI2,3,2.00027E-05,卖国贼 卖国贼 卖国贼 
南俊_nr,南俊,nr,BILIBILI2,4,2.66702E-05,南俊 南俊 南俊 南俊 
南北_ns,南北,ns,BILIBILI2,1,6.66756E-06,南北 
南北方_f,南北方,f,BILIBILI2,1,6.66756E-06,南北方 
南半部_ns,南半部,ns,BILIBILI2,1,6.66756E-06,南半部 
南方_f,南方,f,BILIBILI2,1,6.66756E-06,南方 
南朝鲜_ns,南朝鲜,ns,BILIBILI2,10,6.66756E-05,南朝鲜 南朝鲜 南朝鲜 南朝鲜 南朝鲜 南朝鲜 南朝鲜 南朝鲜 南朝鲜 南朝鲜 
南棒_n,南棒,n,BILIBILI2,2,1.33351E-05,南棒 南棒 
南海_ns,南海,ns,BILIBILI2,2,1.33351E-05,南海 南海 
南边_f,南边,f,BILIBILI2,3,2.00027E-05,南边 南边 南边 
南部_f,南部,f,BILIBILI2,4,2.66702E-05,南部 南部 南部 南部 
南非_ns,南非,ns,BILIBILI2,1,6.66756E-06,南非 
南韩_nr,南韩,nr,BILIBILI2,11,7.33431E-05,南韩 南韩 南韩 南韩 南韩 南韩 南韩 南韩 南韩 南韩 南韩 
博_n,博,n,BILIBILI2,30,0.000200027,博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 
博_nr,博,nr,BILIBILI2,16,0.000106681,博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 博 
博上_n,博上,n,BILIBILI2,2,1.33351E-05,博上 博上 
博为_v,博为,v,BILIBILI2,1,6.66756E-06,博为 
博取_v,博取,v,BILIBILI2,1,6.66756E-06,博取 
博大_a,博大,a,BILIBILI2,4,2.66702E-05,博大 博大 博大 博大 
博大精深_nr,博大精深,nr,BILIBILI2,1,6.66756E-06,博大精深 
博弈_v,博弈,v,BILIBILI2,2,1.33351E-05,博弈 博弈 
博文_nr,博文,nr,BILIBILI2,3,2.00027E-05,博文 博文 博文 
博热_a,博热,a,BILIBILI2,1,6.66756E-06,博热 
博爱_nr,博爱,nr,BILIBILI2,1,6.66756E-06,博爱 
博物馆_n,博物馆,n,BILIBILI2,1,6.66756E-06,博物馆 
博看_v,博看,v,BILIBILI2,1,6.66756E-06,博看 
博脑_n,博脑,n,BILIBILI2,1,6.66756E-06,博脑 
博行_v,博行,v,BILIBILI2,1,6.66756E-06,博行 
博里_nrt,博里,nrt,BILIBILI2,1,6.66756E-06,博里 
占_v,占,v,BILIBILI2,5,3.33378E-05,占 占 占 占 占 
占用_v,占用,v,BILIBILI2,1,6.66756E-06,占用 
占领_v,占领,v,BILIBILI2,5,3.33378E-05,占领 占领 占领 占领 占领 
占领区_nr,占领区,nr,BILIBILI2,1,6.66756E-06,占领区 
卡_n,卡,n,BILIBILI2,2,1.33351E-05,卡 卡 
卡特_nrt,卡特,nrt,BILIBILI2,1,6.66756E-06,卡特 
卢本伟_nr,卢本伟,nr,BILIBILI2,1,6.66756E-06,卢本伟 
卢武铉_nr,卢武铉,nr,BILIBILI2,1,6.66756E-06,卢武铉 
卧槽_n,卧槽,n,BILIBILI2,4,2.66702E-05,卧槽 卧槽 卧槽 卧槽 
卫_n,卫,n,BILIBILI2,15,0.000100013,卫 卫 卫 卫 卫 卫 卫 卫 卫 卫 卫 卫 卫 卫 卫 
卫兵_n,卫兵,n,BILIBILI2,2,1.33351E-05,卫兵 卫兵 
印度_ns,印度,ns,BILIBILI2,4,2.66702E-05,印度 印度 印度 印度 
印象_n,印象,n,BILIBILI2,7,4.66729E-05,印象 印象 印象 印象 印象 印象 印象 
危及_v,危及,v,BILIBILI2,1,6.66756E-06,危及 
危害_n,危害,n,BILIBILI2,2,1.33351E-05,危害 危害 
危害性_n,危害性,n,BILIBILI2,1,6.66756E-06,危害性 
危险_an,危险,an,BILIBILI2,4,2.66702E-05,危险 危险 危险 危险 
即_v,即,v,BILIBILI2,5,3.33378E-05,即 即 即 即 即 
即使_c,即使,c,BILIBILI2,9,6.0008E-05,即使 即使 即使 即使 即使 即使 即使 即使 即使 
即便_c,即便,c,BILIBILI2,4,2.66702E-05,即便 即便 即便 即便 
即便如此_l,即便如此,l,BILIBILI2,1,6.66756E-06,即便如此 
即将_d,即将,d,BILIBILI2,4,2.66702E-05,即将 即将 即将 即将 
即是_c,即是,c,BILIBILI2,1,6.66756E-06,即是 
却_d,却,d,BILIBILI2,54,0.000360048,却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 却 
却是_d,却是,d,BILIBILI2,1,6.66756E-06,却是 
却说_v,却说,v,BILIBILI2,2,1.33351E-05,却说 却说 
卵_n,卵,n,BILIBILI2,1,6.66756E-06,卵 
卵蛋_n,卵蛋,n,BILIBILI2,1,6.66756E-06,卵蛋 
卷_m,卷,m,BILIBILI2,1,6.66756E-06,卷 
卷入_v,卷入,v,BILIBILI2,2,1.33351E-05,卷入 卷入 
卷土重来_l,卷土重来,l,BILIBILI2,1,6.66756E-06,卷土重来 
卸_v,卸,v,BILIBILI2,2,1.33351E-05,卸 卸 
卸下_v,卸下,v,BILIBILI2,1,6.66756E-06,卸下 
厂_zg,厂,zg,BILIBILI2,10,6.66756E-05,厂 厂 厂 厂 厂 厂 厂 厂 厂 厂 
厂区_n,厂区,n,BILIBILI2,1,6.66756E-06,厂区 
历历在目_i,历历在目,i,BILIBILI2,1,6.66756E-06,历历在目 
历史_n,历史,n,BILIBILI2,228,0.001520203,历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 历史 
历史事实_n,历史事实,n,BILIBILI2,2,1.33351E-05,历史事实 历史事实 
历史背景_n,历史背景,n,BILIBILI2,1,6.66756E-06,历史背景 
历史观_n,历史观,n,BILIBILI2,1,6.66756E-06,历史观 
历史课_n,历史课,n,BILIBILI2,6,4.00053E-05,历史课 历史课 历史课 历史课 历史课 历史课 
历届_b,历届,b,BILIBILI2,1,6.66756E-06,历届 
历年_n,历年,n,BILIBILI2,1,6.66756E-06,历年 
历次_d,历次,d,BILIBILI2,2,1.33351E-05,历次 历次 
历经_d,历经,d,BILIBILI2,2,1.33351E-05,历经 历经 
厉害_a,厉害,a,BILIBILI2,21,0.000140019,厉害 厉害 厉害 厉害 厉害 厉害 厉害 厉害 厉害 厉害 厉害 厉害 厉害 厉害 厉害 厉害 厉害 厉害 厉害 厉害 厉害 
厉鬼_nr,厉鬼,nr,BILIBILI2,2,1.33351E-05,厉鬼 厉鬼 
压_v,压,v,BILIBILI2,2,1.33351E-05,压 压 
压制_n,压制,n,BILIBILI2,4,2.66702E-05,压制 压制 压制 压制 
压力_n,压力,n,BILIBILI2,2,1.33351E-05,压力 压力 
压得_v,压得,v,BILIBILI2,1,6.66756E-06,压得 
压根_n,压根,n,BILIBILI2,10,6.66756E-05,压根 压根 压根 压根 压根 压根 压根 压根 压根 压根 
压缩_v,压缩,v,BILIBILI2,1,6.66756E-06,压缩 
压迫_v,压迫,v,BILIBILI2,2,1.33351E-05,压迫 压迫 
厌恶_v,厌恶,v,BILIBILI2,11,7.33431E-05,厌恶 厌恶 厌恶 厌恶 厌恶 厌恶 厌恶 厌恶 厌恶 厌恶 厌恶 
厕所_n,厕所,n,BILIBILI2,3,2.00027E-05,厕所 厕所 厕所 
厚_a,厚,a,BILIBILI2,2,1.33351E-05,厚 厚 
厚厚的_z,厚厚的,z,BILIBILI2,16,0.000106681,厚厚的 厚厚的 厚厚的 厚厚的 厚厚的 厚厚的 厚厚的 厚厚的 厚厚的 厚厚的 厚厚的 厚厚的 厚厚的 厚厚的 厚厚的 厚厚的 
厚着脸皮_i,厚着脸皮,i,BILIBILI2,1,6.66756E-06,厚着脸皮 
原_n,原,n,BILIBILI2,5,3.33378E-05,原 原 原 原 原 
原则_n,原则,n,BILIBILI2,12,8.00107E-05,原则 原则 原则 原则 原则 原则 原则 原则 原则 原则 原则 原则 
原则上_d,原则上,d,BILIBILI2,1,6.66756E-06,原则上 
原则性_d,原则性,d,BILIBILI2,7,4.66729E-05,原则性 原则性 原则性 原则性 原则性 原则性 原则性 
原唱_n,原唱,n,BILIBILI2,1,6.66756E-06,原唱 
原因_n,原因,n,BILIBILI2,23,0.000153354,原因 原因 原因 原因 原因 原因 原因 原因 原因 原因 原因 原因 原因 原因 原因 原因 原因 原因 原因 原因 原因 原因 原因 
原地_n,原地,n,BILIBILI2,4,2.66702E-05,原地 原地 原地 原地 
原子弹_n,原子弹,n,BILIBILI2,8,5.33404E-05,原子弹 原子弹 原子弹 原子弹 原子弹 原子弹 原子弹 原子弹 
原文_n,原文,n,BILIBILI2,1,6.66756E-06,原文 
原本_n,原本,n,BILIBILI2,8,5.33404E-05,原本 原本 原本 原本 原本 原本 原本 原本 
原来_d,原来,d,BILIBILI2,31,0.000206694,原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 原来 
原点_n,原点,n,BILIBILI2,2,1.33351E-05,原点 原点 
原爆_a,原爆,a,BILIBILI2,1,6.66756E-06,原爆 
原版_n,原版,n,BILIBILI2,1,6.66756E-06,原版 
原粉籍_n,原粉籍,n,BILIBILI2,1,6.66756E-06,原粉籍 
原罪_n,原罪,n,BILIBILI2,2,1.33351E-05,原罪 原罪 
原装_n,原装,n,BILIBILI2,1,6.66756E-06,原装 
原话_n,原话,n,BILIBILI2,5,3.33378E-05,原话 原话 原话 原话 原话 
原谅_nr,原谅,nr,BILIBILI2,11,7.33431E-05,原谅 原谅 原谅 原谅 原谅 原谅 原谅 原谅 原谅 原谅 原谅 
厥_r,厥,r,BILIBILI2,2,1.33351E-05,厥 厥 
去_v,去,v,BILIBILI2,390,0.002600347,去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 去 
